Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
mers, genome 191 (rc)	29180	1.0	1.00003427122	1.69294037012	1.69299838925
mers, genome 192	29962	1.0	1.00006675567	1.76223216074	1.76234979973
mers, genome 192 (rc)	29962	1.0	1.00006675567	1.76223216074	1.76234979973
mers, genome 193	28585	1.0	1.00010496116	1.68969739374	1.68987474634
mers, genome 193 (rc)	28585	1.0	1.00010496116	1.68969739374	1.68987474634
mers, genome 194	30050	1.0	1.00016641704	1.76372712146	1.76402063571
mers, genome 194 (rc)	30050	1.0	1.00016641704	1.76372712146	1.76402063571
mers, genome 195	28301	1.0	1.00003533569	1.68191936681	1.68197879859
mers, genome 195 (rc)	28301	1.0	1.00003533569	1.68191936681	1.68197879859
mers, genome 196	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 196 (rc)	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 197	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 197 (rc)	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 198	28433	1.0	1.0	1.76555410966	1.76555410966
mers, genome 198 (rc)	28433	1.0	1.0	1.76555410966	1.76555410966
mers, genome 199	15656	1.0	1.00038338658	1.7884517118	1.78913738019
mers, genome 199 (rc)	15656	1.0	1.00038338658	1.7884517118	1.78913738019
mers, genome 200	8975	1.0	1.00044588117	1.78272980501	1.78352469067
mers, genome 200 (rc)	8975	1.0	1.00044588117	1.78272980501	1.78352469067
mers, genome 201	14691	1.0	1.0003404603	1.76979102852	1.77039357211
mers, genome 201 (rc)	14691	1.0	1.0003404603	1.76979102852	1.77039357211
mers, genome 202	19483	1.0	1.00046215467	1.81696863933	1.81780835986
mers, genome 202 (rc)	19483	1.0	1.00046215467	1.81696863933	1.81780835986
mers, genome 203	29890	1.0	1.0	1.73971227835	1.73971227835
mers, genome 203 (rc)	29890	1.0	1.0	1.73971227835	1.73971227835
