dataset	mismatches	cover_extension	num_probes
bovine_respirovirus_3	6	10	1224
bovine_respirovirus_3	6	20	927
bovine_respirovirus_3	6	30	764
bovine_respirovirus_3	6	40	653
bovine_respirovirus_3	6	50	527
bovine_respirovirus_3	7	0	1296
bovine_respirovirus_3	7	10	1188
bovine_respirovirus_3	7	20	897
bovine_respirovirus_3	7	30	729
bovine_respirovirus_3	7	40	632
bovine_respirovirus_3	7	50	513
bovine_respirovirus_3	8	0	1269
bovine_respirovirus_3	8	10	1126
bovine_respirovirus_3	8	20	863
bovine_respirovirus_3	8	30	706
bovine_respirovirus_3	8	40	611
bovine_respirovirus_3	8	50	492
bowe_orthohantavirus	0	0	194
bowe_orthohantavirus	0	10	197
bowe_orthohantavirus	0	20	159
bowe_orthohantavirus	0	30	129
bowe_orthohantavirus	0	40	108
bowe_orthohantavirus	0	50	91
bowe_orthohantavirus	1	0	186
bowe_orthohantavirus	1	10	205
bowe_orthohantavirus	1	20	151
bowe_orthohantavirus	1	30	132
bowe_orthohantavirus	1	40	113
bowe_orthohantavirus	1	50	90
bowe_orthohantavirus	2	0	196
bowe_orthohantavirus	2	10	206
bowe_orthohantavirus	2	20	160
bowe_orthohantavirus	2	30	130
bowe_orthohantavirus	2	40	106
bowe_orthohantavirus	2	50	89
bowe_orthohantavirus	3	0	189
bowe_orthohantavirus	3	10	207
bowe_orthohantavirus	3	20	156
bowe_orthohantavirus	3	30	130
bowe_orthohantavirus	3	40	113
bowe_orthohantavirus	3	50	93
bowe_orthohantavirus	4	0	191
bowe_orthohantavirus	4	10	202
bowe_orthohantavirus	4	20	166
bowe_orthohantavirus	4	30	132
bowe_orthohantavirus	4	40	112
bowe_orthohantavirus	4	50	89
bowe_orthohantavirus	5	0	187
bowe_orthohantavirus	5	10	203
bowe_orthohantavirus	5	20	158
bowe_orthohantavirus	5	30	125
bowe_orthohantavirus	5	40	110
bowe_orthohantavirus	5	50	90
bowe_orthohantavirus	6	0	195
bowe_orthohantavirus	6	10	208
bowe_orthohantavirus	6	20	157
bowe_orthohantavirus	6	30	133
bowe_orthohantavirus	6	40	110
bowe_orthohantavirus	6	50	92
bowe_orthohantavirus	7	0	189
bowe_orthohantavirus	7	10	203
bowe_orthohantavirus	7	20	154
bowe_orthohantavirus	7	30	128
bowe_orthohantavirus	7	40	107
bowe_orthohantavirus	7	50	93
bowe_orthohantavirus	8	0	191
bowe_orthohantavirus	8	10	200
bowe_orthohantavirus	8	20	162
bowe_orthohantavirus	8	30	134
bowe_orthohantavirus	8	40	112
bowe_orthohantavirus	8	50	91
brazilian_mammarenavirus	0	0	290
brazilian_mammarenavirus	0	10	307
brazilian_mammarenavirus	0	20	242
brazilian_mammarenavirus	0	30	190
brazilian_mammarenavirus	0	40	168
brazilian_mammarenavirus	0	50	134
brazilian_mammarenavirus	1	0	294
brazilian_mammarenavirus	1	10	304
brazilian_mammarenavirus	1	20	238
brazilian_mammarenavirus	1	30	194
brazilian_mammarenavirus	1	40	172
brazilian_mammarenavirus	1	50	135
brazilian_mammarenavirus	2	0	286
brazilian_mammarenavirus	2	10	305
brazilian_mammarenavirus	2	20	236
brazilian_mammarenavirus	2	30	192
brazilian_mammarenavirus	2	40	165
brazilian_mammarenavirus	2	50	131
brazilian_mammarenavirus	3	0	285
brazilian_mammarenavirus	3	10	302
brazilian_mammarenavirus	3	20	234
brazilian_mammarenavirus	3	30	194
brazilian_mammarenavirus	3	40	161
brazilian_mammarenavirus	3	50	134
brazilian_mammarenavirus	4	0	284
brazilian_mammarenavirus	4	10	301
brazilian_mammarenavirus	4	20	232
brazilian_mammarenavirus	4	30	194
brazilian_mammarenavirus	4	40	162
brazilian_mammarenavirus	4	50	133
brazilian_mammarenavirus	5	0	285
brazilian_mammarenavirus	5	10	306
brazilian_mammarenavirus	5	20	235
brazilian_mammarenavirus	5	30	196
brazilian_mammarenavirus	5	40	164
brazilian_mammarenavirus	5	50	131
brazilian_mammarenavirus	6	0	282
brazilian_mammarenavirus	6	10	301
brazilian_mammarenavirus	6	20	241
brazilian_mammarenavirus	6	30	195
brazilian_mammarenavirus	6	40	165
brazilian_mammarenavirus	6	50	133
brazilian_mammarenavirus	7	0	282
brazilian_mammarenavirus	7	10	301
brazilian_mammarenavirus	7	20	236
brazilian_mammarenavirus	7	30	198
brazilian_mammarenavirus	7	40	172
brazilian_mammarenavirus	7	50	134
brazilian_mammarenavirus	8	0	290
brazilian_mammarenavirus	8	10	303
brazilian_mammarenavirus	8	20	234
brazilian_mammarenavirus	8	30	202
brazilian_mammarenavirus	8	40	167
brazilian_mammarenavirus	8	50	135
brazoran	0	0	218
brazoran	0	10	232
brazoran	0	20	187
brazoran	0	30	146
brazoran	0	40	125
brazoran	0	50	101
brazoran	1	0	212
brazoran	1	10	236
brazoran	1	20	178
brazoran	1	30	148
brazoran	1	40	125
brazoran	1	50	98
brazoran	2	0	215
brazoran	2	10	229
brazoran	2	20	174
brazoran	2	30	147
brazoran	2	40	127
brazoran	2	50	102
brazoran	3	0	212
brazoran	3	10	222
brazoran	3	20	175
brazoran	3	30	146
brazoran	3	40	132
brazoran	3	50	108
brazoran	4	0	214
brazoran	4	10	220
brazoran	4	20	181
brazoran	4	30	149
brazoran	4	40	119
brazoran	4	50	103
brazoran	5	0	212
brazoran	5	10	234
brazoran	5	20	180
brazoran	5	30	152
brazoran	5	40	128
brazoran	5	50	103
brazoran	6	0	223
brazoran	6	10	232
brazoran	6	20	184
brazoran	6	30	153
brazoran	6	40	129
brazoran	6	50	97
brazoran	7	0	219
brazoran	7	10	226
brazoran	7	20	177
brazoran	7	30	146
brazoran	7	40	127
brazoran	7	50	100
brazoran	8	0	217
brazoran	8	10	228
brazoran	8	20	177
brazoran	8	30	145
brazoran	8	40	126
brazoran	8	50	116
bruges_orthohantavirus	0	0	389
bruges_orthohantavirus	0	10	410
bruges_orthohantavirus	0	20	320
bruges_orthohantavirus	0	30	262
bruges_orthohantavirus	0	40	218
bruges_orthohantavirus	0	50	183
bruges_orthohantavirus	1	0	384
bruges_orthohantavirus	1	10	422
bruges_orthohantavirus	1	20	321
bruges_orthohantavirus	1	30	267
bruges_orthohantavirus	1	40	224
bruges_orthohantavirus	1	50	186
bruges_orthohantavirus	2	0	388
bruges_orthohantavirus	2	10	410
bruges_orthohantavirus	2	20	322
bruges_orthohantavirus	2	30	267
bruges_orthohantavirus	2	40	232
bruges_orthohantavirus	2	50	181
bruges_orthohantavirus	3	0	386
bruges_orthohantavirus	3	10	412
bruges_orthohantavirus	3	20	320
bruges_orthohantavirus	3	30	265
bruges_orthohantavirus	3	40	225
bruges_orthohantavirus	3	50	182
bruges_orthohantavirus	4	0	392
bruges_orthohantavirus	4	10	419
bruges_orthohantavirus	4	20	320
bruges_orthohantavirus	4	30	268
bruges_orthohantavirus	4	40	220
bruges_orthohantavirus	4	50	189
bruges_orthohantavirus	5	0	391
bruges_orthohantavirus	5	10	408
bruges_orthohantavirus	5	20	317
bruges_orthohantavirus	5	30	260
bruges_orthohantavirus	5	40	223
bruges_orthohantavirus	5	50	182
bruges_orthohantavirus	6	0	389
bruges_orthohantavirus	6	10	401
bruges_orthohantavirus	6	20	316
bruges_orthohantavirus	6	30	257
bruges_orthohantavirus	6	40	224
bruges_orthohantavirus	6	50	185
bruges_orthohantavirus	7	0	378
bruges_orthohantavirus	7	10	407
bruges_orthohantavirus	7	20	322
bruges_orthohantavirus	7	30	258
bruges_orthohantavirus	7	40	229
bruges_orthohantavirus	7	50	180
bruges_orthohantavirus	8	0	383
bruges_orthohantavirus	8	10	406
bruges_orthohantavirus	8	20	317
bruges_orthohantavirus	8	30	258
bruges_orthohantavirus	8	40	227
bruges_orthohantavirus	8	50	178
bujaru_phlebovirus	0	0	486
bujaru_phlebovirus	0	10	508
bujaru_phlebovirus	0	20	405
bujaru_phlebovirus	0	30	333
bujaru_phlebovirus	0	40	278
bujaru_phlebovirus	0	50	216
bujaru_phlebovirus	1	0	491
bujaru_phlebovirus	1	10	516
bujaru_phlebovirus	1	20	404
bujaru_phlebovirus	1	30	324
bujaru_phlebovirus	1	40	278
bujaru_phlebovirus	1	50	229
bujaru_phlebovirus	2	0	491
bujaru_phlebovirus	2	10	519
bujaru_phlebovirus	2	20	400
bujaru_phlebovirus	2	30	319
bujaru_phlebovirus	2	40	273
bujaru_phlebovirus	2	50	236
bujaru_phlebovirus	3	0	492
bujaru_phlebovirus	3	10	506
bujaru_phlebovirus	3	20	395
bujaru_phlebovirus	3	30	326
bujaru_phlebovirus	3	40	285
bujaru_phlebovirus	3	50	223
bujaru_phlebovirus	4	0	485
bujaru_phlebovirus	4	10	507
bujaru_phlebovirus	4	20	404
bujaru_phlebovirus	4	30	321
bujaru_phlebovirus	4	40	282
bujaru_phlebovirus	4	50	231
bujaru_phlebovirus	5	0	484
bujaru_phlebovirus	5	10	516
bujaru_phlebovirus	5	20	405
bujaru_phlebovirus	5	30	324
bujaru_phlebovirus	5	40	275
bujaru_phlebovirus	5	50	233
bujaru_phlebovirus	6	0	494
bujaru_phlebovirus	6	10	505
bujaru_phlebovirus	6	20	405
bujaru_phlebovirus	6	30	324
bujaru_phlebovirus	6	40	280
bujaru_phlebovirus	6	50	235
bujaru_phlebovirus	7	0	485
bujaru_phlebovirus	7	10	509
bujaru_phlebovirus	7	20	399
bujaru_phlebovirus	7	30	322
bujaru_phlebovirus	7	40	272
bujaru_phlebovirus	7	50	235
bujaru_phlebovirus	8	0	484
bujaru_phlebovirus	8	10	504
bujaru_phlebovirus	8	20	399
bujaru_phlebovirus	8	30	328
bujaru_phlebovirus	8	40	265
bujaru_phlebovirus	8	50	229
bundibugyo_ebolavirus	0	0	514
bundibugyo_ebolavirus	0	10	521
bundibugyo_ebolavirus	0	20	359
bundibugyo_ebolavirus	0	30	273
bundibugyo_ebolavirus	0	40	227
bundibugyo_ebolavirus	0	50	192
bundibugyo_ebolavirus	1	0	402
bundibugyo_ebolavirus	1	10	387
bundibugyo_ebolavirus	1	20	279
bundibugyo_ebolavirus	1	30	223
bundibugyo_ebolavirus	1	40	186
bundibugyo_ebolavirus	1	50	163
bundibugyo_ebolavirus	2	0	355
bundibugyo_ebolavirus	2	10	349
bundibugyo_ebolavirus	2	20	273
bundibugyo_ebolavirus	2	30	218
bundibugyo_ebolavirus	2	40	175
bundibugyo_ebolavirus	2	50	155
bundibugyo_ebolavirus	3	0	354
bundibugyo_ebolavirus	3	10	333
bundibugyo_ebolavirus	3	20	259
bundibugyo_ebolavirus	3	30	208
bundibugyo_ebolavirus	3	40	176
bundibugyo_ebolavirus	3	50	155
bundibugyo_ebolavirus	4	0	345
bundibugyo_ebolavirus	4	10	338
bundibugyo_ebolavirus	4	20	247
bundibugyo_ebolavirus	4	30	210
bundibugyo_ebolavirus	4	40	178
bundibugyo_ebolavirus	4	50	152
bundibugyo_ebolavirus	5	0	343
bundibugyo_ebolavirus	5	10	326
bundibugyo_ebolavirus	5	20	252
bundibugyo_ebolavirus	5	30	209
bundibugyo_ebolavirus	5	40	182
bundibugyo_ebolavirus	5	50	153
bundibugyo_ebolavirus	6	0	340
bundibugyo_ebolavirus	6	10	332
bundibugyo_ebolavirus	6	20	253
bundibugyo_ebolavirus	6	30	209
bundibugyo_ebolavirus	6	40	176
bundibugyo_ebolavirus	6	50	153
bundibugyo_ebolavirus	7	0	346
bundibugyo_ebolavirus	7	10	328
bundibugyo_ebolavirus	7	20	255
bundibugyo_ebolavirus	7	30	206
bundibugyo_ebolavirus	7	40	170
bundibugyo_ebolavirus	7	50	154
bundibugyo_ebolavirus	8	0	340
bundibugyo_ebolavirus	8	10	321
bundibugyo_ebolavirus	8	20	257
bundibugyo_ebolavirus	8	30	207
bundibugyo_ebolavirus	8	40	174
bundibugyo_ebolavirus	8	50	151
bunyamwera_orthobunyavirus	0	0	6341
bunyamwera_orthobunyavirus	0	10	6170
bunyamwera_orthobunyavirus	0	20	4647
bunyamwera_orthobunyavirus	0	30	3694
bunyamwera_orthobunyavirus	0	40	3068
bunyamwera_orthobunyavirus	0	50	2526
bunyamwera_orthobunyavirus	1	0	4970
bunyamwera_orthobunyavirus	1	10	4786
bunyamwera_orthobunyavirus	1	20	3659
bunyamwera_orthobunyavirus	1	30	2942
bunyamwera_orthobunyavirus	1	40	2450
bunyamwera_orthobunyavirus	1	50	2022
bunyamwera_orthobunyavirus	2	0	4244
bunyamwera_orthobunyavirus	2	10	4079
bunyamwera_orthobunyavirus	2	20	3112
bunyamwera_orthobunyavirus	2	30	2522
bunyamwera_orthobunyavirus	2	40	2090
bunyamwera_orthobunyavirus	2	50	1750
bunyamwera_orthobunyavirus	3	0	3818
bunyamwera_orthobunyavirus	3	10	3674
bunyamwera_orthobunyavirus	3	20	2820
bunyamwera_orthobunyavirus	3	30	2297
bunyamwera_orthobunyavirus	3	40	1957
bunyamwera_orthobunyavirus	3	50	1597
bunyamwera_orthobunyavirus	4	0	3570
bunyamwera_orthobunyavirus	4	10	3400
bunyamwera_orthobunyavirus	4	20	2657
bunyamwera_orthobunyavirus	4	30	2150
bunyamwera_orthobunyavirus	4	40	1816
bunyamwera_orthobunyavirus	4	50	1507
bunyamwera_orthobunyavirus	5	0	3434
bunyamwera_orthobunyavirus	5	10	3280
bunyamwera_orthobunyavirus	5	20	2575
bunyamwera_orthobunyavirus	5	30	2096
bunyamwera_orthobunyavirus	5	40	1754
bunyamwera_orthobunyavirus	5	50	1470
bunyamwera_orthobunyavirus	6	0	3340
bunyamwera_orthobunyavirus	6	10	3189
bunyamwera_orthobunyavirus	6	20	2490
bunyamwera_orthobunyavirus	6	30	2042
bunyamwera_orthobunyavirus	6	40	1692
bunyamwera_orthobunyavirus	6	50	1438
bunyamwera_orthobunyavirus	7	0	3265
bunyamwera_orthobunyavirus	7	10	3110
bunyamwera_orthobunyavirus	7	20	2461
bunyamwera_orthobunyavirus	7	30	1990
bunyamwera_orthobunyavirus	7	40	1672
bunyamwera_orthobunyavirus	7	50	1400
bunyamwera_orthobunyavirus	8	0	3203
bunyamwera_orthobunyavirus	8	10	3008
bunyamwera_orthobunyavirus	8	20	2387
bunyamwera_orthobunyavirus	8	30	1933
bunyamwera_orthobunyavirus	8	40	1639
bunyamwera_orthobunyavirus	8	50	1376
bwamba_orthobunyavirus	0	0	205
bwamba_orthobunyavirus	0	10	214
bwamba_orthobunyavirus	0	20	169
bwamba_orthobunyavirus	0	30	139
bwamba_orthobunyavirus	0	40	116
bwamba_orthobunyavirus	0	50	96
bwamba_orthobunyavirus	1	0	201
bwamba_orthobunyavirus	1	10	216
bwamba_orthobunyavirus	1	20	170
bwamba_orthobunyavirus	1	30	133
bwamba_orthobunyavirus	1	40	115
bwamba_orthobunyavirus	1	50	97
bwamba_orthobunyavirus	2	0	201
bwamba_orthobunyavirus	2	10	215
bwamba_orthobunyavirus	2	20	168
bwamba_orthobunyavirus	2	30	140
bwamba_orthobunyavirus	2	40	119
bwamba_orthobunyavirus	2	50	96
bwamba_orthobunyavirus	3	0	207
bwamba_orthobunyavirus	3	10	210
bwamba_orthobunyavirus	3	20	176
bwamba_orthobunyavirus	3	30	144
bwamba_orthobunyavirus	3	40	115
bwamba_orthobunyavirus	3	50	98
bwamba_orthobunyavirus	4	0	201
bwamba_orthobunyavirus	4	10	211
bwamba_orthobunyavirus	4	20	176
bwamba_orthobunyavirus	4	30	138
bwamba_orthobunyavirus	4	40	122
bwamba_orthobunyavirus	4	50	95
bwamba_orthobunyavirus	5	0	205
bwamba_orthobunyavirus	5	10	213
bwamba_orthobunyavirus	5	20	168
bwamba_orthobunyavirus	5	30	143
bwamba_orthobunyavirus	5	40	116
bwamba_orthobunyavirus	5	50	98
bwamba_orthobunyavirus	6	0	202
bwamba_orthobunyavirus	6	10	216
bwamba_orthobunyavirus	6	20	169
bwamba_orthobunyavirus	6	30	140
bwamba_orthobunyavirus	6	40	114
bwamba_orthobunyavirus	6	50	92
bwamba_orthobunyavirus	7	0	201
bwamba_orthobunyavirus	7	10	208
bwamba_orthobunyavirus	7	20	169
bwamba_orthobunyavirus	7	30	139
bwamba_orthobunyavirus	7	40	116
bwamba_orthobunyavirus	7	50	99
bwamba_orthobunyavirus	8	0	204
bwamba_orthobunyavirus	8	10	212
bwamba_orthobunyavirus	8	20	165
bwamba_orthobunyavirus	8	30	140
bwamba_orthobunyavirus	8	40	118
bwamba_orthobunyavirus	8	50	96
cacipacore	0	0	168
cacipacore	0	10	179
cacipacore	0	20	141
cacipacore	0	30	117
cacipacore	0	40	97
cacipacore	0	50	78
cacipacore	1	0	160
cacipacore	1	10	175
cacipacore	1	20	139
cacipacore	1	30	112
cacipacore	1	40	99
cacipacore	1	50	79
cacipacore	2	0	164
cacipacore	2	10	179
cacipacore	2	20	139
cacipacore	2	30	114
cacipacore	2	40	97
cacipacore	2	50	77
cacipacore	3	0	160
cacipacore	3	10	174
cacipacore	3	20	134
cacipacore	3	30	115
cacipacore	3	40	95
cacipacore	3	50	76
cacipacore	4	0	167
cacipacore	4	10	177
cacipacore	4	20	137
cacipacore	4	30	112
cacipacore	4	40	100
cacipacore	4	50	79
cacipacore	5	0	168
cacipacore	5	10	175
cacipacore	5	20	138
cacipacore	5	30	112
cacipacore	5	40	93
cacipacore	5	50	79
cacipacore	6	0	168
cacipacore	6	10	175
cacipacore	6	20	145
cacipacore	6	30	112
cacipacore	6	40	100
cacipacore	6	50	73
cacipacore	7	0	163
cacipacore	7	10	176
cacipacore	7	20	140
cacipacore	7	30	113
cacipacore	7	40	97
cacipacore	7	50	79
cacipacore	8	0	165
cacipacore	8	10	173
cacipacore	8	20	135
cacipacore	8	30	114
cacipacore	8	40	93
cacipacore	8	50	78
california_encephalitis_orthobunyavirus	0	0	10622
california_encephalitis_orthobunyavirus	0	10	10495
california_encephalitis_orthobunyavirus	0	20	7705
california_encephalitis_orthobunyavirus	0	30	6100
california_encephalitis_orthobunyavirus	0	40	5087
california_encephalitis_orthobunyavirus	0	50	4133
california_encephalitis_orthobunyavirus	1	0	7941
california_encephalitis_orthobunyavirus	1	10	7819
california_encephalitis_orthobunyavirus	1	20	5837
california_encephalitis_orthobunyavirus	1	30	4704
california_encephalitis_orthobunyavirus	1	40	3935
california_encephalitis_orthobunyavirus	1	50	3215
california_encephalitis_orthobunyavirus	2	0	6676
california_encephalitis_orthobunyavirus	2	10	6603
california_encephalitis_orthobunyavirus	2	20	5016
california_encephalitis_orthobunyavirus	2	30	4064
california_encephalitis_orthobunyavirus	2	40	3370
california_encephalitis_orthobunyavirus	2	50	2780
california_encephalitis_orthobunyavirus	3	0	5980
california_encephalitis_orthobunyavirus	3	10	5898
california_encephalitis_orthobunyavirus	3	20	4555
california_encephalitis_orthobunyavirus	3	30	3672
california_encephalitis_orthobunyavirus	3	40	3100
california_encephalitis_orthobunyavirus	3	50	2563
california_encephalitis_orthobunyavirus	4	0	5625
california_encephalitis_orthobunyavirus	4	10	5491
california_encephalitis_orthobunyavirus	4	20	4231
california_encephalitis_orthobunyavirus	4	30	3458
california_encephalitis_orthobunyavirus	4	40	2912
california_encephalitis_orthobunyavirus	4	50	2384
california_encephalitis_orthobunyavirus	5	0	5314
california_encephalitis_orthobunyavirus	5	10	5181
california_encephalitis_orthobunyavirus	5	20	3996
california_encephalitis_orthobunyavirus	5	30	3251
california_encephalitis_orthobunyavirus	5	40	2752
california_encephalitis_orthobunyavirus	5	50	2275
california_encephalitis_orthobunyavirus	6	0	5106
california_encephalitis_orthobunyavirus	6	10	4937
california_encephalitis_orthobunyavirus	6	20	3794
california_encephalitis_orthobunyavirus	6	30	3110
california_encephalitis_orthobunyavirus	6	40	2608
california_encephalitis_orthobunyavirus	6	50	2180
california_encephalitis_orthobunyavirus	7	0	4941
california_encephalitis_orthobunyavirus	7	10	4745
california_encephalitis_orthobunyavirus	7	20	3651
california_encephalitis_orthobunyavirus	7	30	2972
california_encephalitis_orthobunyavirus	7	40	2497
california_encephalitis_orthobunyavirus	7	50	2043
california_encephalitis_orthobunyavirus	8	0	4817
california_encephalitis_orthobunyavirus	8	10	4553
california_encephalitis_orthobunyavirus	8	20	3501
california_encephalitis_orthobunyavirus	8	30	2876
california_encephalitis_orthobunyavirus	8	40	2402
california_encephalitis_orthobunyavirus	8	50	2010
california_reptarenavirus	0	0	167
california_reptarenavirus	0	10	175
california_reptarenavirus	0	20	138
california_reptarenavirus	0	30	108
california_reptarenavirus	0	40	93
california_reptarenavirus	0	50	81
california_reptarenavirus	1	0	165
california_reptarenavirus	1	10	176
california_reptarenavirus	1	20	134
california_reptarenavirus	1	30	111
california_reptarenavirus	1	40	99
california_reptarenavirus	1	50	73
california_reptarenavirus	2	0	162
california_reptarenavirus	2	10	176
california_reptarenavirus	2	20	137
california_reptarenavirus	2	30	114
california_reptarenavirus	2	40	92
california_reptarenavirus	2	50	76
california_reptarenavirus	3	0	163
california_reptarenavirus	3	10	173
california_reptarenavirus	3	20	136
california_reptarenavirus	3	30	108
california_reptarenavirus	3	40	90
california_reptarenavirus	3	50	76
california_reptarenavirus	4	0	167
california_reptarenavirus	4	10	176
california_reptarenavirus	4	20	138
california_reptarenavirus	4	30	106
california_reptarenavirus	4	40	95
california_reptarenavirus	4	50	80
california_reptarenavirus	5	0	167
california_reptarenavirus	5	10	176
california_reptarenavirus	5	20	137
california_reptarenavirus	5	30	111
california_reptarenavirus	5	40	95
california_reptarenavirus	5	50	76
california_reptarenavirus	6	0	164
california_reptarenavirus	6	10	179
california_reptarenavirus	6	20	141
california_reptarenavirus	6	30	115
california_reptarenavirus	6	40	90
california_reptarenavirus	6	50	76
california_reptarenavirus	7	0	161
california_reptarenavirus	7	10	173
california_reptarenavirus	7	20	137
california_reptarenavirus	7	30	115
california_reptarenavirus	7	40	96
california_reptarenavirus	7	50	73
california_reptarenavirus	8	0	164
california_reptarenavirus	8	10	166
california_reptarenavirus	8	20	133
california_reptarenavirus	8	30	108
california_reptarenavirus	8	40	91
california_reptarenavirus	8	50	76
cali_mammarenavirus	0	0	470
cali_mammarenavirus	0	10	506
cali_mammarenavirus	0	20	355
cali_mammarenavirus	0	30	288
cali_mammarenavirus	0	40	243
cali_mammarenavirus	0	50	193
cali_mammarenavirus	1	0	408
cali_mammarenavirus	1	10	436
cali_mammarenavirus	1	20	323
cali_mammarenavirus	1	30	273
cali_mammarenavirus	1	40	236
cali_mammarenavirus	1	50	190
cali_mammarenavirus	2	0	390
cali_mammarenavirus	2	10	417
cali_mammarenavirus	2	20	329
cali_mammarenavirus	2	30	270
cali_mammarenavirus	2	40	230
cali_mammarenavirus	2	50	190
cali_mammarenavirus	3	0	397
cali_mammarenavirus	3	10	421
cali_mammarenavirus	3	20	320
cali_mammarenavirus	3	30	267
cali_mammarenavirus	3	40	224
cali_mammarenavirus	3	50	187
cali_mammarenavirus	4	0	389
cali_mammarenavirus	4	10	408
cali_mammarenavirus	4	20	328
cali_mammarenavirus	4	30	264
cali_mammarenavirus	4	40	226
cali_mammarenavirus	4	50	176
cali_mammarenavirus	5	0	385
cali_mammarenavirus	5	10	413
cali_mammarenavirus	5	20	310
cali_mammarenavirus	5	30	252
cali_mammarenavirus	5	40	206
cali_mammarenavirus	5	50	168
cali_mammarenavirus	6	0	385
cali_mammarenavirus	6	10	401
cali_mammarenavirus	6	20	308
cali_mammarenavirus	6	30	252
cali_mammarenavirus	6	40	210
cali_mammarenavirus	6	50	172
cali_mammarenavirus	7	0	365
cali_mammarenavirus	7	10	394
cali_mammarenavirus	7	20	299
cali_mammarenavirus	7	30	242
cali_mammarenavirus	7	40	207
cali_mammarenavirus	7	50	171
cali_mammarenavirus	8	0	361
cali_mammarenavirus	8	10	388
cali_mammarenavirus	8	20	302
cali_mammarenavirus	8	30	244
cali_mammarenavirus	8	40	201
cali_mammarenavirus	8	50	168
candiru_phlebovirus	0	0	2606
candiru_phlebovirus	0	10	2757
candiru_phlebovirus	0	20	2184
candiru_phlebovirus	0	30	1754
candiru_phlebovirus	0	40	1497
candiru_phlebovirus	0	50	1239
candiru_phlebovirus	1	0	2582
candiru_phlebovirus	1	10	2736
candiru_phlebovirus	1	20	2112
candiru_phlebovirus	1	30	1737
candiru_phlebovirus	1	40	1490
candiru_phlebovirus	1	50	1221
candiru_phlebovirus	2	0	2561
candiru_phlebovirus	2	10	2685
candiru_phlebovirus	2	20	2088
candiru_phlebovirus	2	30	1726
candiru_phlebovirus	2	40	1438
candiru_phlebovirus	2	50	1201
candiru_phlebovirus	3	0	2507
candiru_phlebovirus	3	10	2606
candiru_phlebovirus	3	20	2039
candiru_phlebovirus	3	30	1658
candiru_phlebovirus	3	40	1403
candiru_phlebovirus	3	50	1161
candiru_phlebovirus	4	0	2449
candiru_phlebovirus	4	10	2556
candiru_phlebovirus	4	20	2010
candiru_phlebovirus	4	30	1617
candiru_phlebovirus	4	40	1381
candiru_phlebovirus	4	50	1122
candiru_phlebovirus	5	0	2418
candiru_phlebovirus	5	10	2526
candiru_phlebovirus	5	20	1991
candiru_phlebovirus	5	30	1601
candiru_phlebovirus	5	40	1364
candiru_phlebovirus	5	50	1126
candiru_phlebovirus	6	0	2387
candiru_phlebovirus	6	10	2472
candiru_phlebovirus	6	20	1945
candiru_phlebovirus	6	30	1564
candiru_phlebovirus	6	40	1324
candiru_phlebovirus	6	50	1093
candiru_phlebovirus	7	0	2381
candiru_phlebovirus	7	10	2465
candiru_phlebovirus	7	20	1904
candiru_phlebovirus	7	30	1550
candiru_phlebovirus	7	40	1317
candiru_phlebovirus	7	50	1064
candiru_phlebovirus	8	0	2368
candiru_phlebovirus	8	10	2423
candiru_phlebovirus	8	20	1889
candiru_phlebovirus	8	30	1530
candiru_phlebovirus	8	40	1258
candiru_phlebovirus	8	50	1061
canine_morbillivirus	0	0	7139
canine_morbillivirus	0	10	6132
canine_morbillivirus	0	20	4315
canine_morbillivirus	0	30	3384
canine_morbillivirus	0	40	2785
canine_morbillivirus	0	50	2258
canine_morbillivirus	1	0	3797
canine_morbillivirus	1	10	3045
canine_morbillivirus	1	20	2180
canine_morbillivirus	1	30	1674
canine_morbillivirus	1	40	1414
canine_morbillivirus	1	50	1182
canine_morbillivirus	2	0	2247
canine_morbillivirus	2	10	1745
canine_morbillivirus	2	20	1255
canine_morbillivirus	2	30	975
canine_morbillivirus	2	40	786
canine_morbillivirus	2	50	656
canine_morbillivirus	3	0	1485
canine_morbillivirus	3	10	1137
canine_morbillivirus	3	20	824
canine_morbillivirus	3	30	649
canine_morbillivirus	3	40	520
canine_morbillivirus	3	50	425
canine_morbillivirus	4	0	1092
canine_morbillivirus	4	10	844
canine_morbillivirus	4	20	637
canine_morbillivirus	4	30	497
canine_morbillivirus	4	40	394
canine_morbillivirus	4	50	322
canine_morbillivirus	5	0	923
canine_morbillivirus	5	10	696
canine_morbillivirus	5	20	539
canine_morbillivirus	5	30	416
canine_morbillivirus	5	40	336
canine_morbillivirus	5	50	281
canine_morbillivirus	6	0	829
canine_morbillivirus	6	10	650
canine_morbillivirus	6	20	467
canine_morbillivirus	6	30	356
canine_morbillivirus	6	40	310
canine_morbillivirus	6	50	251
canine_morbillivirus	7	0	771
canine_morbillivirus	7	10	567
canine_morbillivirus	7	20	441
canine_morbillivirus	7	30	340
canine_morbillivirus	7	40	295
canine_morbillivirus	7	50	246
canine_morbillivirus	8	0	754
canine_morbillivirus	8	10	536
canine_morbillivirus	8	20	416
canine_morbillivirus	8	30	335
canine_morbillivirus	8	40	278
canine_morbillivirus	8	50	239
cano_delgadito_orthohantavirus	0	0	192
cano_delgadito_orthohantavirus	0	10	208
cano_delgadito_orthohantavirus	0	20	167
cano_delgadito_orthohantavirus	0	30	137
cano_delgadito_orthohantavirus	0	40	112
cano_delgadito_orthohantavirus	0	50	94
